student_id,course_code1,course_code2,course_code3,course_code4,course_code5,course_code6,course_code7,course_code8,course_code9,semester,academic_year
1HK24CS217,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS218,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS219,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS220,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS221,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS222,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS223,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS224,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS225,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS226,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS227,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS228,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS229,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS230,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS231,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS232,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS233,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS234,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS235,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS236,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS237,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS238,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS239,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS240,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS241,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS242,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS243,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS244,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS245,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS246,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS247,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS248,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS249,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS250,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS251,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS252,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS253,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS254,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS255,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS256,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS257,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS258,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS259,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS260,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS261,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS262,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS263,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS264,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS265,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS266,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS267,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS268,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS269,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS270,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS271,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS272,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS273,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS274,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS275,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS276,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS277,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS278,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS279,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS280,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS281,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS282,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS283,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS284,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS285,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS286,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS287,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS288,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS289,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS290,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS291,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS292,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS293,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS294,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS295,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS296,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS297,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS298,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS299,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS300,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS301,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS302,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS303,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS304,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS305,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS306,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS307,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS308,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS309,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS310,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS311,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS312,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS313,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS314,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS315,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS316,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS317,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS318,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS319,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS320,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS321,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS322,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS323,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS324,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS325,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS326,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS327,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS328,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS329,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS330,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS331,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
1HK24CS332,BCS401,BCS402,BCS403,BCSL404,BCS405A,BCS456C,BBOK407,BUHK408,NA,4,2025-2026
